step	type	train_loss	val_bpb	step_ms	gravity
2809	F	2.814152		97.4	
2810	N	2.890273		9.6	
2811	F	2.854752		97.6	
2812	N	2.882816		11.1	
2813	F	2.798249		96.6	
2814	N	3.013353		12.0	
2815	F	2.916884		95.9	
2816	N	2.963885		12.0	
2817	F	2.922264		97.3	
2818	N	2.951182		10.5	
2819	F	2.806490		96.5	
2820	N	2.935267		9.9	
2821	F	2.780553		96.9	
2822	N	2.973939		11.6	
2823	F	2.894233		95.5	
2824	N	2.938836		10.7	
2825	F	2.894837		96.3	
2826	N	2.904566		11.1	
2827	F	2.825281		96.6	
2828	N	2.903178		10.3	
2829	F	2.870881		95.5	
2830	N	2.960959		10.5	
2831	F	2.876497		97.4	
2832	N	2.895940		11.0	
2833	F	2.925697		96.2	
2834	N	2.926667		10.5	
2835	F	2.875792		94.8	
2836	N	2.938882		10.3	
2837	F	2.935587		96.3	
2838	N	2.875288		11.2	
2839	F	2.952603		97.4	
2840	N	2.950150		11.7	
2841	F	2.895340		96.7	
2842	N	2.908425		10.4	
2843	F	2.623898		97.0	
2844	N	2.901432		11.6	
2845	F	2.960448		96.0	
2846	N	2.933555		11.0	
2847	F	2.705047		96.2	
2848	N	3.017591		10.6	
2849	F	2.905131		97.8	
2850	N	3.003109		10.2	
2850	EVAL		1.726660		
2851	F	2.957806		96.0	
2852	N	2.873631		11.2	
2853	F	3.272795		97.6	
2854	N	3.015026		9.7	
2855	F	2.982122		97.2	
2856	N	2.897079		10.2	
2857	F	2.823949		96.2	
2858	N	2.966238		11.0	
2859	F	3.195979		96.1	
2860	N	2.883269		10.6	
2861	F	2.917922		97.8	
2862	N	2.848744		11.5	
2863	F	2.912858		95.4	
2864	N	2.811079		10.4	
2865	F	2.682790		96.0	
2866	N	3.029510		10.3	
2867	F	2.787192		95.0	
2868	N	3.077049		11.4	
2869	F	2.762404		95.4	
2870	N	2.744349		10.8	
2871	F	2.848732		97.2	
2872	N	3.005386		11.5	
2873	F	2.958406		96.2	
2874	N	2.939724		9.1	
2875	F	2.831140		97.1	
2876	N	2.853819		11.1	
2877	F	2.864873		96.2	
2878	N	2.993394		10.4	
2879	F	3.014195		95.5	
2880	N	2.904156		10.1	
2881	F	2.775580		95.3	
2882	N	2.767755		11.3	
2883	F	2.719723		96.7	
2884	N	2.989486		11.2	
2885	F	2.994063		96.4	
2886	N	3.018442		10.6	
2887	F	2.847036		95.6	
2888	N	3.113820		9.6	
2889	F	2.848045		96.5	
2890	N	2.874204		9.8	
2891	F	2.728266		95.8	
2892	N	2.919271		10.9	
2893	F	2.917678		97.3	
2894	N	2.824448		12.0	
2895	F	2.848889		97.4	
2896	N	3.033697		10.4	
2897	F	2.704828		95.5	
2898	N	2.884692		11.7	
2899	F	2.945971		96.0	
2900	N	2.779538		10.6	
2900	EVAL		1.716469		
2901	F	2.905923		96.0	
2902	N	2.910801		11.4	
2903	F	2.816263		96.4	
2904	N	2.922211		10.7	
2905	F	2.896290		96.8	
2906	N	2.903624		11.2	
2907	F	2.901515		95.6	
2908	N	2.885571		11.3	
2909	F	2.835934		95.5	
2910	N	3.032244		11.0	
2911	F	2.808918		94.1	
2912	N	2.890954		12.2	
2913	F	2.945718		95.3	
2914	N	2.956543		11.3	
2915	F	2.844641		97.1	
2916	N	2.870469		10.0	
2917	F	2.924923		97.8	
2918	N	2.989874		10.7	
2919	F	2.851569		96.7	
2920	N	3.086222		9.9	
2921	F	2.854844		97.1	
2922	N	2.910260		11.6	
2923	F	2.953058		96.2	
2924	N	2.843712		9.6	
2925	F	2.953650		97.0	
2926	N	2.936033		11.3	
2927	F	2.735855		97.9	
2928	N	2.945706		11.4	
2929	F	2.847168		96.7	
2930	N	2.751421		11.5	
2931	F	2.732732		97.5	
2932	N	2.465545		9.9	
2933	F	2.736946		95.2	
2934	N	2.916940		11.8	
2935	F	2.888909		97.1	
2936	N	2.897219		11.0	
2937	F	3.031496		96.7	
2938	N	2.980893		11.2	
2939	F	2.857187		96.4	
2940	N	2.878098		11.8	
2941	F	2.852560		93.9	
2942	N	2.950664		11.0	
2943	F	2.849468		97.2	
2944	N	2.962167		11.0	
2945	F	2.924429		96.2	
2946	N	2.863392		11.5	
2947	F	2.994548		95.4	
2948	N	2.892424		11.4	
2949	F	2.837516		95.9	
2950	N	2.954895		10.7	
2950	EVAL		1.712862		
2951	F	2.843014		93.9	
2952	N	3.244821		11.3	
2953	F	2.817914		96.3	
2954	N	3.025894		10.4	
2955	F	2.808423		95.3	
2956	N	2.938248		11.4	
2957	F	2.916355		97.1	
2958	N	2.889205		9.9	
2959	F	2.826383		96.1	
2960	N	2.838703		10.5	
2961	F	2.706572		96.2	
2962	N	2.943638		10.8	
2963	F	3.058444		95.3	
2964	N	2.997923		11.0	
2965	F	2.846457		96.5	
2966	N	2.992167		10.5	
2967	F	2.747710		95.6	
2968	N	2.840504		10.3	
2969	F	2.853352		97.2	
2970	N	2.868950		11.2	
2971	F	2.836981		96.2	
2972	N	2.942088		11.4	
2973	F	2.829957		96.1	
2974	N	2.822984		10.4	
2975	F	2.975591		97.7	
2976	N	2.971557		11.7	
2977	F	2.824711		95.5	
2978	N	2.892392		9.2	
2979	F	2.845763		95.7	
2980	N	2.906975		12.0	
2981	F	2.481830		95.6	
2982	N	2.932579		10.9	
2983	F	2.979921		96.7	
2984	N	3.065083		11.3	
2985	F	2.887023		96.8	
2986	N	2.940703		10.8	
2987	F	2.688527		97.3	
2988	N	2.900377		11.7	
2989	F	2.885708		97.4	
2990	N	2.835130		10.6	
2991	F	3.202419		96.2	
2992	N	2.897335		11.3	
2993	F	2.862414		97.4	
2994	N	2.942713		10.3	
2995	F	2.924858		96.0	
2996	N	2.904019		11.3	
2997	F	2.876895		97.1	
2998	N	2.894466		11.2	
2999	F	2.867027		96.2	
3000	N	2.901716		11.2	
3000	EVAL		1.710501		
3001	F	2.915214		95.3	
3002	N	2.720668		10.8	
3003	F	2.928905		98.0	
3004	N	2.757569		10.6	
3005	F	2.837308		97.7	
3006	N	2.993758		11.3	
3007	F	2.835686		95.0	
3008	N	2.914711		11.4	
3009	F	2.823011		97.6	
3010	N	2.436422		9.9	
3011	F	2.371716		96.5	
3012	N	2.953935		8.2	
3013	F	2.832500		96.4	
3014	N	2.993087		9.9	
3015	F	2.893861		97.5	
3016	N	2.938211		9.3	
3017	F	2.775428		96.3	
3018	N	2.933825		9.5	
3019	F	2.790059		97.5	
3020	N	2.931897		8.8	
3021	F	2.782277		96.3	
3022	N	2.953614		10.8	
3023	F	2.880885		97.9	
3024	N	3.136040		11.0	
3025	F	2.920223		97.3	
3026	N	3.113761		11.5	
3027	F	2.935899		95.8	
3028	N	2.909806		10.9	
3029	F	2.819521		95.4	
3030	N	2.839885		10.2	
3031	F	2.601889		94.4	
3032	N	2.853264		8.3	
3033	F	2.879634		97.2	
3034	N	2.956261		11.8	
3035	F	2.844501		95.8	
3036	N	2.979138		10.5	
3037	F	2.952050		95.7	
3038	N	2.906375		11.3	
3039	F	2.875738		97.7	
3040	N	2.837219		11.1	
3041	F	2.771692		97.5	
3042	N	3.076251		11.1	
3043	F	2.964733		95.9	
3044	N	2.943581		11.3	
3045	F	2.885668		97.3	
3046	N	2.905175		10.3	
3047	F	2.811526		96.4	
3048	N	2.901938		11.6	
3049	F	2.815308		97.3	
3050	N	2.853695		9.4	
3050	EVAL		1.702935		
3051	F	2.842209		96.8	
3052	N	2.889890		9.7	
3053	F	2.895833		96.3	
3054	N	2.927079		9.9	
3055	F	2.867351		96.6	
3056	N	2.926911		11.0	
3057	F	2.840714		94.8	
3058	N	2.940626		11.6	
3059	F	2.787455		94.7	
3060	N	2.910585		9.8	
3061	F	2.871913		95.9	
3062	N	2.896405		9.6	
3063	F	2.855460		97.8	
3064	N	2.849081		9.5	
3065	F	2.841708		95.5	
3066	N	2.975742		11.7	
3067	F	2.911524		97.1	
3068	N	2.808903		11.4	
3069	F	2.998017		96.8	
3070	N	3.086371		11.1	
3071	F	2.816461		96.4	
3072	N	2.881013		10.7	
3073	F	2.777673		97.9	
3074	N	2.802695		11.7	
3075	F	2.810824		96.2	
3076	N	2.848721		10.3	
3077	F	2.911967		95.8	
3078	N	2.950086		11.6	
3079	F	2.899999		95.7	
3080	N	2.791653		11.1	
3081	F	2.914201		97.4	
3082	N	2.869855		10.4	
3083	F	2.853469		97.4	
3084	N	2.936287		11.0	
3085	F	2.893031		96.9	
3086	N	3.004598		9.9	
3087	F	2.994897		97.4	
3088	N	2.945825		10.2	
3089	F	2.855391		96.2	
3090	N	2.952619		9.7	
3091	F	2.924586		95.8	
3092	N	2.838759		11.0	
3093	F	2.874513		95.3	
3094	N	2.933387		9.9	
3095	F	2.922181		96.0	
3096	N	2.964748		7.6	
3097	F	2.977201		98.1	
3098	N	2.873172		10.5	
3099	F	2.816288		97.4	
3100	N	2.975853		11.5	
3100	EVAL		1.701078		
3101	F	3.045988		95.1	
3102	N	3.354798		11.5	
3103	F	2.888991		95.7	
3104	N	2.900275		11.2	
3105	F	2.837773		96.3	
3106	N	3.036967		10.8	
3107	F	2.856577		95.6	
3108	N	2.852464		10.5	
3109	F	3.131742		97.7	
3110	N	2.963204		10.7	
3111	F	3.091372		98.1	
3112	N	2.932527		10.0	
3113	F	2.967930		96.6	
3114	N	3.068243		9.7	
3115	F	2.665668		97.2	
3116	N	2.767254		10.8	
3117	F	2.873523		96.4	
3118	N	2.859857		10.0	
3119	F	2.860130		94.6	
3120	N	2.863113		10.5	
3121	F	2.866673		97.4	
3122	N	2.835347		11.7	
3123	F	2.943341		96.1	
3124	N	2.978637		10.1	
3125	F	2.995061		97.1	
3126	N	2.879840		10.6	
3127	F	2.779257		95.7	
3128	N	2.944101		9.1	
3129	F	2.820345		96.0	
3130	N	2.836692		10.0	
3131	F	2.796223		95.9	
3132	N	2.885579		8.5	
3133	F	2.911429		96.2	
3134	N	3.190685		10.7	
3135	F	2.852544		96.6	
3136	N	2.946335		10.7	
3137	F	3.076339		96.5	
3138	N	2.994757		11.4	
3139	F	2.901947		97.8	
3140	N	2.922998		9.8	
3141	F	2.716385		95.1	
3142	N	2.973052		10.3	
3143	F	2.875367		96.3	
3144	N	2.815619		9.3	
3145	F	2.939978		97.4	
3146	N	2.890613		10.5	
3147	F	2.922687		97.0	
3148	N	2.906716		10.6	
3149	F	2.804904		95.4	
3150	N	2.869561		9.5	
3150	EVAL		1.709938		
3151	F	2.772558		95.8	
3152	N	2.863850		10.0	
3153	F	3.058203		96.2	
3154	N	3.357441		10.2	
3155	F	2.909529		96.8	
3156	N	2.912627		11.1	
3157	F	2.912325		95.7	
3158	N	2.961966		10.0	
3159	F	2.790507		95.9	
3160	N	2.837181		9.5	
3161	F	2.871390		95.4	
3162	N	2.860524		10.2	
3163	F	2.915157		95.1	
3164	N	2.955424		10.7	
3165	F	2.857591		95.5	
3166	N	2.878764		10.0	
3167	F	2.811357		95.9	
3168	N	2.790246		11.0	
3169	F	2.759059		96.3	
3170	N	2.944411		10.0	
3171	F	2.748672		96.0	
3172	N	2.986994		12.0	
3173	F	2.762999		96.4	
3174	N	2.802051		9.6	
3175	F	2.861467		94.7	
3176	N	2.849231		10.7	
3177	F	2.917029		96.5	
3178	N	2.890529		11.0	
3179	F	2.910717		95.5	
3180	N	2.861529		10.3	
3181	F	2.746091		96.9	
3182	N	2.831426		11.3	
3183	F	2.864446		95.5	
3184	N	2.803873		10.2	
3185	F	2.843950		97.6	
3186	N	2.837966		9.1	
3187	F	2.762769		94.7	
3188	N	2.889484		11.1	
3189	F	2.753339		96.6	
3190	N	2.828308		10.0	
3191	F	2.847397		95.8	
3192	N	2.866697		11.2	
3193	F	2.766352		96.1	
3194	N	2.960817		10.2	
3195	F	2.858356		97.1	
3196	N	2.884389		11.2	
3197	F	2.763834		96.4	
3198	N	2.775673		10.8	
3199	F	2.823381		96.5	
3200	N	2.897378		10.4	
3200	EVAL		1.697914		
3201	F	2.806381		95.5	
3202	N	2.719232		10.7	
3203	F	2.784864		97.1	
3204	N	2.848561		10.9	
3205	F	2.815510		96.8	
3206	N	2.894151		9.4	
3207	F	2.890112		96.8	
3208	N	2.902473		11.0	
3209	F	2.749693		95.6	
3210	N	3.134268		9.3	
3211	F	2.917304		97.5	
3212	N	2.883115		10.6	
3213	F	2.763916		97.0	
3214	N	2.903928		11.3	
3215	F	2.778965		95.9	
3216	N	2.731753		10.6	
3217	F	2.740813		97.1	
3218	N	2.798993		11.3	
3219	F	2.812781		95.7	
3220	N	2.906637		10.1	
3221	F	2.720713		96.7	
3222	N	2.763183		11.1	
3223	F	2.929137		95.7	
3224	N	2.824904		11.5	
3225	F	2.806833		97.4	
3226	N	2.859151		11.0	
3227	F	2.803818		97.7	
3228	N	2.889762		11.7	
3229	F	2.590083		96.4	
3230	N	2.715371		10.1	
3231	F	2.792251		95.6	
3232	N	2.742682		11.2	
3233	F	2.773443		97.3	
3234	N	2.904468		10.9	
3235	F	2.871418		97.8	
3236	N	2.826648		9.9	
3237	F	2.897152		94.7	
3238	N	2.940002		11.0	
3239	F	2.819107		95.7	
3240	N	2.970682		10.9	
3241	F	2.689003		95.9	
3242	N	2.991555		10.7	
3243	F	2.958905		98.8	
3244	N	2.781506		11.1	
3245	F	2.904698		96.4	
3246	N	2.940224		10.7	
3247	F	2.825636		95.6	
3248	N	2.823678		9.3	
3249	F	2.965445		97.2	
3250	N	2.916861		8.5	
3250	EVAL		1.701120		
3251	F	2.795534		95.3	
3252	N	2.989085		11.5	
3253	F	2.618397		96.4	
3254	N	2.925171		11.5	
3255	F	2.777606		98.7	
3256	N	2.861974		11.9	
3257	F	2.735258		97.7	
3258	N	2.920826		10.2	
3259	F	2.875184		96.1	
3260	N	2.819576		11.1	
3261	F	2.789234		96.2	
3262	N	2.833444		11.7	
3263	F	2.816363		95.7	
3264	N	2.803447		11.3	
3265	F	2.985366		97.0	
3266	N	3.231649		11.1	
3267	F	3.259021		96.1	
3268	N	2.881481		12.0	
3269	F	2.713943		98.1	
3270	N	2.648436		10.9	
3271	F	2.719404		95.7	
3272	N	2.901220		11.1	
3273	F	2.816290		97.0	
3274	N	2.834217		10.6	
3275	F	2.772217		95.5	
3276	N	2.814297		6.9	
3277	F	2.816784		96.0	
3278	N	2.793070		9.3	
3279	F	2.703461		93.9	
3280	N	2.725272		9.1	
3281	F	2.718086		96.9	
3282	N	2.910805		10.7	
3283	F	2.704698		96.5	
3284	N	2.837404		10.3	
3285	F	2.767778		96.1	
3286	N	2.842705		11.1	
3287	F	2.845247		96.4	
3288	N	2.903170		11.3	
3289	F	2.891473		96.4	
3290	N	2.836202		11.8	
3291	F	2.807715		97.1	
3292	N	2.750427		11.4	
3293	F	2.812911		96.2	
3294	N	2.812937		11.2	
3295	F	2.877813		95.9	
3296	N	2.852288		10.6	
3297	F	2.759399		96.4	
3298	N	2.862469		10.3	
3299	F	2.883512		96.2	
3300	N	2.857812		10.8	
3300	EVAL		1.691356		
3301	F	2.785980		95.8	
3302	N	2.976363		10.9	
3303	F	2.776283		96.8	
3304	N	2.871313		11.1	
3305	F	2.821640		94.1	
3306	N	2.848871		10.8	
3307	F	2.775552		96.5	
3308	N	2.796937		9.7	
3309	F	2.713577		96.0	
3310	N	2.969484		11.6	
3311	F	2.747686		96.4	
3312	N	2.777617		12.5	
3313	F	2.775193		98.8	
3314	N	2.928100		10.9	
3315	F	2.757116		96.0	
3316	N	2.855627		8.2	
3317	F	2.833718		96.9	
3318	N	2.868155		10.6	
3319	F	2.749511		96.5	
3320	N	2.803353		10.1	
3321	F	2.765552		97.9	
3322	N	2.772987		11.4	
3323	F	2.695674		94.7	
3324	N	3.007041		9.7	
3325	F	2.799160		94.8	
3326	N	2.777568		12.4	
3327	F	2.874568		96.4	
3328	N	2.849492		10.6	
3329	F	2.846863		96.2	
3330	N	2.898715		10.4	
3331	F	2.799978		96.5	
3332	N	2.726739		8.9	
3333	F	2.844216		96.3	
3334	N	2.882390		11.4	
3335	F	2.766858		97.3	
3336	N	2.801290		9.3	
3337	F	2.849554		96.2	
3338	N	2.930708		10.5	
3339	F	2.869957		98.2	
3340	N	2.979255		12.2	
3341	F	2.742098		97.3	
3342	N	2.893052		10.9	
3343	F	2.917924		95.9	
3344	N	3.000950		11.3	
3345	F	2.602236		96.5	
3346	N	2.784943		10.5	
3347	F	2.836358		95.5	
3348	N	2.911684		11.0	
3349	F	2.932635		97.8	
3350	N	2.870208		11.0	
3350	EVAL		1.691783		
3351	F	2.603891		96.7	
3352	N	2.907708		11.3	
3353	F	2.824214		95.6	
3354	N	2.895876		12.9	
3355	F	2.805666		95.8	
3356	N	2.877982		11.2	
3357	F	2.825227		95.6	
3358	N	2.852884		11.0	
3359	F	2.796129		95.6	
3360	N	2.832369		9.3	
3361	F	2.839593		98.2	
3362	N	2.830454		11.1	
3363	F	2.833313		96.5	
3364	N	2.906572		9.3	
3365	F	2.875253		96.4	
3366	N	2.933438		11.0	
3367	F	2.816473		97.2	
3368	N	2.773191		11.4	
3369	F	2.708956		98.0	
3370	N	2.902935		10.5	
3371	F	2.753293		95.8	
3372	N	2.761086		11.5	
3373	F	2.782268		98.5	
3374	N	2.923111		10.4	
3375	F	2.847673		96.7	
3376	N	2.868859		10.9	
3377	F	2.816037		96.2	
3378	N	2.891502		11.4	
3379	F	2.824680		98.1	
3380	N	2.961583		10.3	
3381	F	2.898757		97.3	
3382	N	2.917761		10.9	
3383	F	2.783146		96.3	
3384	N	2.750537		10.6	
3385	F	2.732468		96.6	
3386	N	2.969775		11.5	
3387	F	2.859026		96.3	
3388	N	3.573554		11.8	
3389	F	2.776521		96.5	
3390	N	2.806158		9.9	
3391	F	2.855358		95.6	
3392	N	2.776708		10.7	
3393	F	2.830963		96.4	
3394	N	2.901316		10.7	
3395	F	2.891178		95.6	
3396	N	2.821825		10.5	
3397	F	2.860594		97.8	
3398	N	2.895107		10.7	
3399	F	2.759998		97.7	
3400	N	2.913797		11.0	
3400	EVAL		1.688003		
3401	F	2.823483		96.4	
3402	N	2.938482		10.2	
3403	F	2.954334		96.0	
3404	N	2.963600		11.8	
3405	F	2.778473		97.2	
3406	N	2.828486		9.5	
3407	F	2.726610		96.5	
3408	N	2.867453		10.6	
3409	F	2.815934		96.0	
3410	N	3.000203		11.2	
3411	F	2.796809		96.3	
3412	N	2.998635		10.9	
3413	F	2.770615		95.7	
3414	N	3.079654		11.0	
3415	F	2.806543		96.6	
3416	N	2.870461		11.5	
3417	F	2.744327		94.8	
3418	N	2.818520		10.1	
3419	F	3.255911		95.7	
3420	N	2.899281		11.0	
3421	F	2.811146		96.1	
3422	N	2.909682		10.8	
3423	F	3.031401		96.3	
3424	N	3.908299		10.5	
3425	F	2.936209		96.7	
3426	N	2.819844		10.1	
3427	F	2.878617		96.9	
3428	N	2.849496		10.7	
3429	F	2.814545		94.8	
3430	N	2.995723		9.3	
3431	F	2.852620		95.3	
3432	N	2.908724		10.7	
3433	F	2.869100		96.3	
3434	N	2.834716		9.2	
3435	F	2.922114		95.5	
3436	N	2.885285		9.3	
3437	F	2.924131		96.1	
3438	N	2.920239		9.7	
3439	F	2.783029		96.4	
3440	N	3.045577		8.4	
3441	F	2.842076		96.3	
3442	N	2.978012		10.5	
3443	F	3.108793		95.7	
3444	N	2.901631		10.1	
3445	F	2.797327		94.8	
3446	N	2.933756		8.8	
3447	F	2.860789		94.0	
3448	N	3.014888		9.4	
3449	F	3.037000		97.0	
3450	N	3.075543		10.0	
3450	EVAL		1.680157		
3451	F	2.923819		94.7	
3452	N	2.918115		8.8	
3453	F	2.952929		96.2	
3454	N	2.925451		10.3	
3455	F	2.766094		96.1	
3456	N	2.856697		10.1	
3457	F	2.878558		97.0	
3458	N	2.888417		12.0	
3459	F	2.892973		96.1	
3460	N	2.982115		12.1	
3461	F	2.850681		96.4	
3462	N	2.964365		11.2	
3463	F	2.870709		95.7	
3464	N	2.825048		11.3	
3465	F	2.857451		96.5	
3466	N	2.947418		10.9	
3467	F	2.889823		96.3	
3468	N	2.851026		11.0	
3469	F	2.872140		96.2	
3470	N	2.892520		12.2	
3471	F	2.728070		95.9	
3472	N	2.808377		10.9	
3473	F	2.796563		95.3	
3474	N	2.839785		11.2	
3475	F	2.874463		96.2	
3476	N	2.929711		11.5	
3477	F	2.852426		95.5	
3478	N	2.849467		10.1	
3479	F	2.842634		96.0	
3480	N	2.924531		12.8	
3481	F	2.836226		96.5	
3482	N	2.792801		10.5	
3483	F	2.751143		96.4	
3484	N	2.890698		11.0	
3485	F	2.856189		97.3	
3486	N	2.907310		10.5	
3487	F	2.898013		94.5	
3488	N	2.923069		11.9	
3489	F	2.836778		96.3	
3490	N	2.876891		11.4	
3491	F	2.812613		96.4	
3492	N	3.005929		11.0	
3493	F	3.107361		96.9	
3494	N	3.077850		12.1	
3495	F	2.817373		96.3	
3496	N	2.879797		11.1	
3497	F	2.815670		97.3	
3498	N	2.923502		10.9	
3499	F	2.794242		96.0	
3500	N	2.968262		10.1	
3500	EVAL		1.682456		
3501	F	2.775326		96.7	
3502	N	2.891467		10.6	
3503	F	2.726931		96.5	
3504	N	2.667964		11.3	
3505	F	2.858156		96.3	
3506	N	2.833463		11.7	
3507	F	2.881530		96.5	
3508	N	2.871171		10.7	
3509	F	2.742688		96.3	
3510	N	2.900265		11.9	
3511	F	2.852417		97.4	
3512	N	2.769778		11.1	
3513	F	3.007191		95.4	
3514	N	2.891367		11.7	
3515	F	2.784049		97.3	
3516	N	2.839825		10.4	
3517	F	2.852013		96.6	
3518	N	2.805630		11.8	
3519	F	2.701781		96.3	
3520	N	2.972150		11.9	
3521	F	2.810245		98.1	
3522	N	2.954621		10.8	
3523	F	2.765908		97.5	
3524	N	2.847554		11.4	
3525	F	3.032822		95.9	
3526	N	2.869467		10.5	
3527	F	3.013049		97.3	
3528	N	2.888082		9.9	
3529	F	2.796284		95.9	
3530	N	2.805672		11.0	
3531	F	2.813550		97.7	
3532	N	2.859986		10.3	
3533	F	2.792839		97.1	
3534	N	2.775337		11.7	
3535	F	2.750905		97.4	
3536	N	2.892990		10.3	
3537	F	2.689526		96.9	
3538	N	2.764053		10.9	
3539	F	2.825899		96.6	
3540	N	2.808672		11.0	
3541	F	2.817927		97.3	
3542	N	2.912506		11.5	
3543	F	3.006157		98.4	
3544	N	2.743516		10.7	
3545	F	2.824828		95.0	
3546	N	2.851562		11.3	
3547	F	3.121377		96.5	
3548	N	3.063715		10.8	
3549	F	2.752309		96.7	
3550	N	2.714397		11.4	
3550	EVAL		1.683856		
3551	F	2.807248		95.6	
3552	N	2.789458		11.4	
3553	F	2.746507		95.7	
3554	N	2.858807		10.9	
3555	F	2.762274		97.2	
3556	N	2.804687		11.0	
3557	F	2.848543		97.1	
3558	N	2.883601		10.9	
3559	F	2.782580		97.1	
3560	N	2.862866		11.5	
3561	F	2.810667		96.5	
3562	N	2.865335		11.0	
3563	F	2.770612		99.0	
3564	N	2.879629		10.8	
3565	F	2.762801		95.0	
3566	N	2.887718		11.1	
3567	F	2.761297		96.2	
3568	N	2.768090		10.8	
3569	F	2.801600		96.8	
3570	N	2.923293		10.8	
3571	F	2.637017		96.6	
3572	N	2.798757		10.3	
3573	F	2.806055		97.9	
3574	N	2.752396		11.2	
3575	F	2.796613		96.2	
3576	N	2.794116		10.7	
3577	F	2.889782		94.7	
3578	N	2.828197		10.8	
3579	F	2.816386		94.5	
3580	N	2.818491		10.1	
3581	F	2.895269		97.1	
3582	N	2.804620		11.1	
3583	F	2.775795		96.4	
3584	N	2.822249		10.1	
3585	F	2.764519		95.8	
3586	N	2.769516		11.0	
3587	F	2.801240		96.5	
3588	N	2.835452		10.9	
3589	F	2.968237		97.7	
3590	N	3.050709		11.1	
3591	F	2.938161		97.6	
3592	N	2.861053		10.7	
3593	F	2.828553		95.4	
3594	N	2.868881		10.3	
3595	F	2.729383		95.5	
3596	N	2.806638		11.2	
3597	F	2.688857		96.6	
3598	N	2.871757		10.2	
3599	F	2.757193		96.4	
3600	N	2.899457		9.7	
3600	EVAL		1.675805		
3601	F	2.775393		96.2	
3602	N	2.875890		10.7	
3603	F	2.838621		96.9	
3604	N	2.795252		10.3	
3605	F	2.697884		97.3	
3606	N	2.807983		9.1	
3607	F	2.736319		95.7	
3608	N	2.834725		11.7	
3609	F	2.693341		96.9	
3610	N	2.802111		10.7	
3611	F	2.635511		97.2	
3612	N	2.736988		10.6	
3613	F	2.806283		96.8	
3614	N	2.830097		10.3	
3615	F	2.728179		95.9	
3616	N	2.878463		11.4	
3617	F	2.684440		96.8	
3618	N	2.811718		9.4	
3619	F	2.873086		95.4	
3620	N	2.891617		10.6	
3621	F	2.797754		98.0	
3622	N	2.920784		10.1	
3623	F	2.771519		96.9	
3624	N	2.758973		9.3	
3625	F	2.752314		97.0	
3626	N	2.857483		10.7	
3627	F	2.866187		96.1	
3628	N	2.845681		11.0	
3629	F	2.740802		97.2	
3630	N	2.667021		10.5	
3631	F	2.788612		95.6	
3632	N	2.848838		11.3	
3633	F	2.823494		97.4	
3634	N	2.786893		10.8	
3635	F	2.775759		94.7	
3636	N	2.818237		11.2	
3637	F	2.589489		96.3	
3638	N	2.724661		9.9	
3639	F	2.776664		96.6	
3640	N	2.854915		9.8	
3641	F	2.783600		96.8	
3642	N	2.832052		10.2	
3643	F	2.844611		95.8	
3644	N	2.798085		10.5	
3645	F	2.760603		95.7	
3646	N	2.764552		10.5	
3647	F	2.840507		96.1	
3648	N	2.885639		9.4	
3649	F	2.727768		96.6	
3650	N	2.798793		11.1	
3650	EVAL		1.675113		
3651	F	2.742662		96.3	
3652	N	2.768198		10.7	
3653	F	2.749296		97.1	
3654	N	2.735445		10.1	
3655	F	2.740766		96.5	
3656	N	2.843080		9.9	
3657	F	2.701506		97.2	
3658	N	2.827779		11.0	
3659	F	2.838248		95.1	
3660	N	2.808219		10.4	
3661	F	2.814773		96.3	
3662	N	2.903170		11.1	
3663	F	2.841324		94.6	
3664	N	2.694394		10.0	
3665	F	2.683942		95.7	
3666	N	2.689441		10.5	
3667	F	2.790371		96.5	
3668	N	2.807321		11.1	
3669	F	2.710013		97.5	
3670	N	2.799289		10.1	
3671	F	2.833404		95.4	
3672	N	2.858444		10.2	
3673	F	2.826526		95.3	
3674	N	2.717231		10.2	
3675	F	2.749186		96.1	
3676	N	2.861923		10.6	
3677	F	2.738490		96.0	
3678	N	2.818833		10.9	
3679	F	2.958581		96.4	
3680	N	2.835706		9.8	
3681	F	2.714068		96.8	
3682	N	2.793886		11.7	
3683	F	2.802634		96.4	
3684	N	2.853921		11.4	
3685	F	2.777884		97.3	
3686	N	2.800515		11.7	
3687	F	2.765716		98.3	
3688	N	2.816273		11.3	
3689	F	2.852281		97.3	
3690	N	2.652790		10.3	
3691	F	2.743450		96.6	
3692	N	2.797192		11.3	
3693	F	2.710682		96.6	
3694	N	2.696106		10.1	
3695	F	2.718754		98.7	
3696	N	2.716908		10.6	
3697	F	2.722866		97.8	
3698	N	2.833235		11.0	
3699	F	2.773288		96.0	
3700	N	2.864011		11.1	
3700	EVAL		1.671874		
3701	F	2.859756		95.4	
3702	N	2.897461		12.0	
3703	F	2.656919		98.2	
3704	N	2.879374		10.9	
3705	F	2.683717		97.0	
3706	N	2.844942		11.3	
3707	F	2.759763		96.3	
3708	N	2.810647		11.1	
3709	F	2.802616		97.6	
3710	N	2.859102		11.7	
3711	F	3.089146		95.5	
3712	N	3.266346		10.5	
3713	F	2.677528		96.2	
3714	N	2.735112		11.5	
3715	F	2.845906		95.6	
3716	N	2.772203		11.6	
3717	F	2.778865		96.8	
3718	N	2.831362		10.1	
3719	F	2.774377		95.5	
3720	N	2.956751		11.1	
3721	F	2.737567		96.5	
3722	N	2.759865		11.9	
