MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM Diffusion Training | num_unique_layers=0
Running PyTorch 2.11.0+cu130
val tokens:62021632 sequences:60568
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model compiled
MDLM: model compiled
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
model_params:19190656
world_size:8 grad_accum_steps:1
layers:8 dim:576 heads:8 kv_heads:4 mlp_mult:2
mask_eps:0.001 eval_t_samples:64 grad_clip:1.0 weight_clamp:100.0
step:49400/80000 train_loss:2.5308 train_time:3189992ms step_avg:64.57ms
step:49450/80000 train_loss:2.5142 train_time:3193264ms step_avg:64.58ms
step:49500/80000 train_loss:2.3877 train_time:3196464ms step_avg:64.58ms
step:49550/80000 train_loss:2.7154 train_time:3199672ms step_avg:64.57ms
step:49600/80000 train_loss:2.6412 train_time:3202945ms step_avg:64.58ms
step:49650/80000 train_loss:2.5527 train_time:3206131ms step_avg:64.57ms
step:49700/80000 train_loss:2.4675 train_time:3209319ms step_avg:64.57ms
step:49750/80000 train_loss:2.5061 train_time:3212537ms step_avg:64.57ms
step:49800/80000 train_loss:2.5513 train_time:3215805ms step_avg:64.57ms
step:49850/80000 train_loss:2.4977 train_time:3218976ms step_avg:64.57ms
step:49900/80000 train_loss:2.5566 train_time:3222148ms step_avg:64.57ms
step:49950/80000 train_loss:2.6659 train_time:3225337ms step_avg:64.57ms
step:50000/80000 train_loss:2.5657 train_time:3228569ms step_avg:64.57ms
step:50050/80000 train_loss:2.4120 train_time:3231766ms step_avg:64.57ms
step:50100/80000 train_loss:2.4532 train_time:3234957ms step_avg:64.57ms
step:50150/80000 train_loss:2.6396 train_time:3238144ms step_avg:64.57ms
step:50200/80000 train_loss:2.5896 train_time:3241411ms step_avg:64.57ms
step:50250/80000 train_loss:2.6004 train_time:3244594ms step_avg:64.57ms
step:50300/80000 train_loss:2.4961 train_time:3247759ms step_avg:64.57ms
step:50350/80000 train_loss:2.3606 train_time:3250973ms step_avg:64.57ms
step:50400/80000 train_loss:2.5686 train_time:3254242ms step_avg:64.57ms
step:50450/80000 train_loss:2.6802 train_time:3257437ms step_avg:64.57ms
step:50500/80000 train_loss:2.5397 train_time:3260608ms step_avg:64.57ms
step:50550/80000 train_loss:2.5109 train_time:3263880ms step_avg:64.57ms
step:50600/80000 train_loss:2.6204 train_time:3267056ms step_avg:64.57ms
step:50650/80000 train_loss:2.3630 train_time:3270251ms step_avg:64.57ms
step:50700/80000 train_loss:2.5039 train_time:3273423ms step_avg:64.56ms
step:50750/80000 train_loss:2.5407 train_time:3276684ms step_avg:64.57ms
step:50800/80000 train_loss:2.5266 train_time:3279840ms step_avg:64.56ms
step:50850/80000 train_loss:2.5999 train_time:3283013ms step_avg:64.56ms
step:50900/80000 train_loss:2.6600 train_time:3286189ms step_avg:64.56ms
step:50950/80000 train_loss:2.6102 train_time:3289473ms step_avg:64.56ms
step:51000/80000 train_loss:2.5932 train_time:3292658ms step_avg:64.56ms
step:51050/80000 train_loss:2.5499 train_time:3295821ms step_avg:64.56ms
step:51100/80000 train_loss:2.3614 train_time:3299009ms step_avg:64.56ms
step:51150/80000 train_loss:2.4813 train_time:3302303ms step_avg:64.56ms
step:51200/80000 train_loss:2.4963 train_time:3305487ms step_avg:64.56ms
step:51250/80000 train_loss:2.3802 train_time:3308694ms step_avg:64.56ms
step:51300/80000 train_loss:2.5299 train_time:3311871ms step_avg:64.56ms
step:51350/80000 train_loss:2.4840 train_time:3315169ms step_avg:64.56ms
step:51400/80000 train_loss:2.5359 train_time:3318339ms step_avg:64.56ms
step:51450/80000 train_loss:2.5765 train_time:3321532ms step_avg:64.56ms
step:51500/80000 train_loss:2.5797 train_time:3324824ms step_avg:64.56ms
step:51550/80000 train_loss:2.5914 train_time:3328016ms step_avg:64.56ms
step:51600/80000 train_loss:2.5532 train_time:3331178ms step_avg:64.56ms
step:51650/80000 train_loss:2.4707 train_time:3334358ms step_avg:64.56ms
step:51700/80000 train_loss:2.5616 train_time:3337634ms step_avg:64.56ms
step:51750/80000 train_loss:2.5310 train_time:3340828ms step_avg:64.56ms
step:51800/80000 train_loss:2.4887 train_time:3344037ms step_avg:64.56ms
step:51850/80000 train_loss:2.5874 train_time:3347201ms step_avg:64.56ms
step:51900/80000 train_loss:2.5114 train_time:3350470ms step_avg:64.56ms
step:51950/80000 train_loss:2.5303 train_time:3353671ms step_avg:64.56ms
step:52000/80000 train_loss:2.4951 train_time:3356856ms step_avg:64.55ms
step:52000/80000 val_loss:2.5263 val_bpb:1.5157 train_time:3356896ms step_avg:64.56ms
step:52050/80000 train_loss:2.5390 train_time:3360037ms step_avg:64.55ms
step:52100/80000 train_loss:2.4596 train_time:3363310ms step_avg:64.55ms
step:52150/80000 train_loss:2.5725 train_time:3366501ms step_avg:64.55ms
step:52200/80000 train_loss:2.5330 train_time:3369667ms step_avg:64.55ms
step:52250/80000 train_loss:2.5040 train_time:3372854ms step_avg:64.55ms
step:52300/80000 train_loss:2.7582 train_time:3376108ms step_avg:64.55ms
step:52350/80000 train_loss:2.5399 train_time:3379294ms step_avg:64.55ms
step:52400/80000 train_loss:2.5170 train_time:3382493ms step_avg:64.55ms
step:52450/80000 train_loss:2.4794 train_time:3385670ms step_avg:64.55ms
step:52500/80000 train_loss:2.5187 train_time:3388954ms step_avg:64.55ms
step:52550/80000 train_loss:2.4129 train_time:3392133ms step_avg:64.55ms
step:52600/80000 train_loss:2.6123 train_time:3395335ms step_avg:64.55ms
step:52650/80000 train_loss:2.5285 train_time:3398611ms step_avg:64.55ms
step:52700/80000 train_loss:2.3984 train_time:3401810ms step_avg:64.55ms
step:52750/80000 train_loss:2.6052 train_time:3404986ms step_avg:64.55ms
step:52800/80000 train_loss:2.5758 train_time:3408179ms step_avg:64.55ms
step:52850/80000 train_loss:2.4713 train_time:3411457ms step_avg:64.55ms
step:52900/80000 train_loss:2.8333 train_time:3414627ms step_avg:64.55ms
step:52950/80000 train_loss:2.5054 train_time:3417806ms step_avg:64.55ms
step:53000/80000 train_loss:2.4565 train_time:3420987ms step_avg:64.55ms
step:53050/80000 train_loss:2.4020 train_time:3424269ms step_avg:64.55ms
step:53100/80000 train_loss:2.4635 train_time:3427441ms step_avg:64.55ms
step:53150/80000 train_loss:2.4293 train_time:3430616ms step_avg:64.55ms
step:53200/80000 train_loss:2.5558 train_time:3433791ms step_avg:64.54ms
step:53250/80000 train_loss:2.4351 train_time:3437047ms step_avg:64.55ms
step:53300/80000 train_loss:2.6393 train_time:3440203ms step_avg:64.54ms
step:53350/80000 train_loss:2.5602 train_time:3443387ms step_avg:64.54ms
step:53400/80000 train_loss:2.5783 train_time:3446570ms step_avg:64.54ms
step:53450/80000 train_loss:2.4345 train_time:3449844ms step_avg:64.54ms
step:53500/80000 train_loss:2.3879 train_time:3453034ms step_avg:64.54ms
step:53550/80000 train_loss:2.5547 train_time:3456240ms step_avg:64.54ms
step:53600/80000 train_loss:2.4143 train_time:3459515ms step_avg:64.54ms
step:53650/80000 train_loss:2.4313 train_time:3462706ms step_avg:64.54ms
step:53700/80000 train_loss:2.5310 train_time:3465916ms step_avg:64.54ms
step:53750/80000 train_loss:2.4139 train_time:3469094ms step_avg:64.54ms
step:53800/80000 train_loss:2.5447 train_time:3472359ms step_avg:64.54ms
step:53850/80000 train_loss:2.4683 train_time:3475547ms step_avg:64.54ms
step:53900/80000 train_loss:2.5543 train_time:3478714ms step_avg:64.54ms
step:53950/80000 train_loss:2.4052 train_time:3481914ms step_avg:64.54ms
step:54000/80000 train_loss:2.4758 train_time:3485184ms step_avg:64.54ms
step:54050/80000 train_loss:2.5552 train_time:3488353ms step_avg:64.54ms
step:54100/80000 train_loss:2.6606 train_time:3491567ms step_avg:64.54ms
step:54150/80000 train_loss:2.4943 train_time:3494723ms step_avg:64.54ms
step:54200/80000 train_loss:2.4907 train_time:3498011ms step_avg:64.54ms
step:54250/80000 train_loss:2.5067 train_time:3501214ms step_avg:64.54ms
step:54300/80000 train_loss:2.5294 train_time:3504420ms step_avg:64.54ms
step:54350/80000 train_loss:2.4843 train_time:3507625ms step_avg:64.54ms
step:54400/80000 train_loss:2.4622 train_time:3510917ms step_avg:64.54ms
step:54450/80000 train_loss:2.5639 train_time:3514095ms step_avg:64.54ms
step:54500/80000 train_loss:2.5092 train_time:3517263ms step_avg:64.54ms
step:54550/80000 train_loss:2.5307 train_time:3520458ms step_avg:64.54ms
step:54600/80000 train_loss:2.4438 train_time:3523728ms step_avg:64.54ms
step:54650/80000 train_loss:2.4528 train_time:3526892ms step_avg:64.54ms
step:54700/80000 train_loss:2.5081 train_time:3530109ms step_avg:64.54ms
step:54750/80000 train_loss:2.5736 train_time:3533359ms step_avg:64.54ms
step:54800/80000 train_loss:2.5240 train_time:3536546ms step_avg:64.54ms
step:54850/80000 train_loss:2.4837 train_time:3539721ms step_avg:64.53ms
step:54900/80000 train_loss:2.5113 train_time:3542915ms step_avg:64.53ms
step:54950/80000 train_loss:2.5406 train_time:3546187ms step_avg:64.53ms
step:55000/80000 train_loss:2.6050 train_time:3549366ms step_avg:64.53ms
step:55050/80000 train_loss:2.6609 train_time:3552543ms step_avg:64.53ms
step:55100/80000 train_loss:2.4233 train_time:3555741ms step_avg:64.53ms
step:55150/80000 train_loss:2.4320 train_time:3559007ms step_avg:64.53ms
step:55200/80000 train_loss:2.4282 train_time:3562176ms step_avg:64.53ms
step:55250/80000 train_loss:2.4971 train_time:3565352ms step_avg:64.53ms
step:55300/80000 train_loss:2.4859 train_time:3568532ms step_avg:64.53ms
step:55350/80000 train_loss:2.4591 train_time:3571787ms step_avg:64.53ms
step:55400/80000 train_loss:2.5392 train_time:3574976ms step_avg:64.53ms
step:55450/80000 train_loss:2.5485 train_time:3578174ms step_avg:64.53ms
step:55500/80000 train_loss:2.4183 train_time:3581352ms step_avg:64.53ms
step:55550/80000 train_loss:2.5778 train_time:3584643ms step_avg:64.53ms
step:55600/80000 train_loss:2.8055 train_time:3587819ms step_avg:64.53ms
step:55650/80000 train_loss:2.4503 train_time:3590998ms step_avg:64.53ms
step:55700/80000 train_loss:2.5223 train_time:3594294ms step_avg:64.53ms
step:55750/80000 train_loss:2.4645 train_time:3597476ms step_avg:64.53ms
step:55800/80000 train_loss:2.5427 train_time:3600655ms step_avg:64.53ms
step:55850/80000 train_loss:2.6157 train_time:3603838ms step_avg:64.53ms
step:55900/80000 train_loss:2.7328 train_time:3607089ms step_avg:64.53ms
step:55950/80000 train_loss:2.5538 train_time:3610287ms step_avg:64.53ms
step:56000/80000 train_loss:2.5311 train_time:3613480ms step_avg:64.53ms
step:56000/80000 val_loss:2.5220 val_bpb:1.5131 train_time:3613524ms step_avg:64.53ms
step:56050/80000 train_loss:2.4991 train_time:3616682ms step_avg:64.53ms
step:56100/80000 train_loss:2.6418 train_time:3619938ms step_avg:64.53ms
step:56150/80000 train_loss:2.4215 train_time:3623146ms step_avg:64.53ms
step:56200/80000 train_loss:2.6327 train_time:3626342ms step_avg:64.53ms
step:56250/80000 train_loss:2.5369 train_time:3629506ms step_avg:64.52ms
step:56300/80000 train_loss:2.3189 train_time:3632777ms step_avg:64.53ms
step:56350/80000 train_loss:2.4242 train_time:3635961ms step_avg:64.52ms
step:56400/80000 train_loss:2.3947 train_time:3639154ms step_avg:64.52ms
step:56450/80000 train_loss:2.4263 train_time:3642350ms step_avg:64.52ms
step:56500/80000 train_loss:2.4956 train_time:3645585ms step_avg:64.52ms
step:56550/80000 train_loss:2.3977 train_time:3648751ms step_avg:64.52ms
step:56600/80000 train_loss:2.5817 train_time:3651952ms step_avg:64.52ms
step:56650/80000 train_loss:2.5839 train_time:3655261ms step_avg:64.52ms
step:56700/80000 train_loss:2.4834 train_time:3658450ms step_avg:64.52ms
step:56750/80000 train_loss:2.3716 train_time:3661634ms step_avg:64.52ms
step:56800/80000 train_loss:2.3672 train_time:3664827ms step_avg:64.52ms
step:56850/80000 train_loss:2.4409 train_time:3668081ms step_avg:64.52ms
step:56900/80000 train_loss:2.6093 train_time:3671255ms step_avg:64.52ms
step:56950/80000 train_loss:2.5753 train_time:3674463ms step_avg:64.52ms
step:57000/80000 train_loss:2.6325 train_time:3677644ms step_avg:64.52ms
step:57050/80000 train_loss:2.5240 train_time:3680910ms step_avg:64.52ms
step:57100/80000 train_loss:2.4038 train_time:3684094ms step_avg:64.52ms
step:57150/80000 train_loss:2.2850 train_time:3687280ms step_avg:64.52ms
step:57200/80000 train_loss:2.3923 train_time:3690485ms step_avg:64.52ms
step:57250/80000 train_loss:2.5106 train_time:3693770ms step_avg:64.52ms
step:57300/80000 train_loss:2.5201 train_time:3696933ms step_avg:64.52ms
step:57350/80000 train_loss:2.5817 train_time:3700115ms step_avg:64.52ms
step:57400/80000 train_loss:2.5086 train_time:3703297ms step_avg:64.52ms
step:57450/80000 train_loss:2.5934 train_time:3706574ms step_avg:64.52ms
step:57500/80000 train_loss:2.4599 train_time:3709746ms step_avg:64.52ms
step:57550/80000 train_loss:2.5450 train_time:3712929ms step_avg:64.52ms
step:57600/80000 train_loss:2.4587 train_time:3716110ms step_avg:64.52ms
step:57650/80000 train_loss:2.5248 train_time:3719393ms step_avg:64.52ms
step:57700/80000 train_loss:2.4861 train_time:3722569ms step_avg:64.52ms
step:57750/80000 train_loss:2.4668 train_time:3725761ms step_avg:64.52ms
step:57800/80000 train_loss:2.5778 train_time:3729038ms step_avg:64.52ms
step:57850/80000 train_loss:2.5705 train_time:3732247ms step_avg:64.52ms
step:57900/80000 train_loss:2.5957 train_time:3735461ms step_avg:64.52ms
step:57950/80000 train_loss:2.4544 train_time:3738655ms step_avg:64.52ms
step:58000/80000 train_loss:2.6665 train_time:3741917ms step_avg:64.52ms
step:58050/80000 train_loss:2.4085 train_time:3745095ms step_avg:64.51ms
step:58100/80000 train_loss:2.4626 train_time:3748277ms step_avg:64.51ms
step:58150/80000 train_loss:2.4352 train_time:3751454ms step_avg:64.51ms
step:58200/80000 train_loss:2.5420 train_time:3754748ms step_avg:64.51ms
step:58250/80000 train_loss:2.5726 train_time:3757951ms step_avg:64.51ms
step:58300/80000 train_loss:2.4656 train_time:3761136ms step_avg:64.51ms
step:58350/80000 train_loss:2.4853 train_time:3764309ms step_avg:64.51ms
step:58400/80000 train_loss:2.4736 train_time:3767580ms step_avg:64.51ms
step:58450/80000 train_loss:2.5772 train_time:3770753ms step_avg:64.51ms
step:58500/80000 train_loss:2.5274 train_time:3773926ms step_avg:64.51ms
step:58550/80000 train_loss:2.4554 train_time:3777109ms step_avg:64.51ms
step:58600/80000 train_loss:2.6141 train_time:3780378ms step_avg:64.51ms
step:58650/80000 train_loss:2.5078 train_time:3783552ms step_avg:64.51ms
step:58700/80000 train_loss:2.6022 train_time:3786747ms step_avg:64.51ms
step:58750/80000 train_loss:2.5253 train_time:3790013ms step_avg:64.51ms
step:58800/80000 train_loss:2.4162 train_time:3793223ms step_avg:64.51ms
step:58850/80000 train_loss:2.5287 train_time:3796404ms step_avg:64.51ms
step:58900/80000 train_loss:2.3494 train_time:3799601ms step_avg:64.51ms
step:58950/80000 train_loss:2.5526 train_time:3802892ms step_avg:64.51ms
step:59000/80000 train_loss:2.4128 train_time:3806092ms step_avg:64.51ms
step:59050/80000 train_loss:2.6338 train_time:3809289ms step_avg:64.51ms
step:59100/80000 train_loss:2.4409 train_time:3812486ms step_avg:64.51ms
step:59150/80000 train_loss:2.6117 train_time:3815778ms step_avg:64.51ms
step:59200/80000 train_loss:2.5295 train_time:3818958ms step_avg:64.51ms
step:59250/80000 train_loss:2.4416 train_time:3822165ms step_avg:64.51ms
step:59300/80000 train_loss:2.4938 train_time:3825354ms step_avg:64.51ms
step:59350/80000 train_loss:2.5055 train_time:3828650ms step_avg:64.51ms
step:59400/80000 train_loss:2.4704 train_time:3831826ms step_avg:64.51ms
step:59450/80000 train_loss:2.4903 train_time:3835001ms step_avg:64.51ms
step:59500/80000 train_loss:2.5084 train_time:3838193ms step_avg:64.51ms
step:59550/80000 train_loss:2.4262 train_time:3841467ms step_avg:64.51ms
step:59600/80000 train_loss:2.3812 train_time:3844673ms step_avg:64.51ms
step:59650/80000 train_loss:2.4943 train_time:3847862ms step_avg:64.51ms
step:59700/80000 train_loss:2.5143 train_time:3851047ms step_avg:64.51ms
step:59750/80000 train_loss:2.5706 train_time:3854334ms step_avg:64.51ms
step:59800/80000 train_loss:2.4640 train_time:3857545ms step_avg:64.51ms
step:59850/80000 train_loss:2.5360 train_time:3860701ms step_avg:64.51ms
step:59900/80000 train_loss:2.3425 train_time:3863994ms step_avg:64.51ms
step:59950/80000 train_loss:2.5884 train_time:3867188ms step_avg:64.51ms
step:60000/80000 train_loss:2.4612 train_time:3870398ms step_avg:64.51ms
step:60000/80000 val_loss:2.5205 val_bpb:1.5122 train_time:3870438ms step_avg:64.51ms
step:60050/80000 train_loss:2.4602 train_time:3873576ms step_avg:64.51ms
step:60100/80000 train_loss:2.4822 train_time:3876852ms step_avg:64.51ms
step:60150/80000 train_loss:2.6083 train_time:3880027ms step_avg:64.51ms
step:60200/80000 train_loss:2.4865 train_time:3883211ms step_avg:64.51ms
step:60250/80000 train_loss:2.6275 train_time:3886388ms step_avg:64.50ms
step:60300/80000 train_loss:2.6084 train_time:3889628ms step_avg:64.50ms
step:60350/80000 train_loss:2.5701 train_time:3892821ms step_avg:64.50ms
step:60400/80000 train_loss:2.6603 train_time:3896009ms step_avg:64.50ms
step:60450/80000 train_loss:2.4108 train_time:3899201ms step_avg:64.50ms
step:60500/80000 train_loss:2.4625 train_time:3902489ms step_avg:64.50ms
step:60550/80000 train_loss:2.2977 train_time:3905670ms step_avg:64.50ms
step:60600/80000 train_loss:2.5089 train_time:3908864ms step_avg:64.50ms
step:60650/80000 train_loss:2.4941 train_time:3912032ms step_avg:64.50ms
step:60700/80000 train_loss:2.6405 train_time:3915318ms step_avg:64.50ms
step:60750/80000 train_loss:2.5744 train_time:3918506ms step_avg:64.50ms
step:60800/80000 train_loss:2.6644 train_time:3921696ms step_avg:64.50ms
step:60850/80000 train_loss:2.3991 train_time:3924994ms step_avg:64.50ms
step:60900/80000 train_loss:2.5418 train_time:3928183ms step_avg:64.50ms
step:60950/80000 train_loss:2.5613 train_time:3931331ms step_avg:64.50ms
step:61000/80000 train_loss:2.4789 train_time:3934500ms step_avg:64.50ms
step:61050/80000 train_loss:2.4601 train_time:3937766ms step_avg:64.50ms
step:61100/80000 train_loss:2.3449 train_time:3940942ms step_avg:64.50ms
step:61150/80000 train_loss:2.5204 train_time:3944125ms step_avg:64.50ms
step:61200/80000 train_loss:2.5255 train_time:3947313ms step_avg:64.50ms
step:61250/80000 train_loss:2.3747 train_time:3950589ms step_avg:64.50ms
step:61300/80000 train_loss:2.4278 train_time:3953776ms step_avg:64.50ms
step:61350/80000 train_loss:2.5394 train_time:3956968ms step_avg:64.50ms
step:61400/80000 train_loss:2.3878 train_time:3960157ms step_avg:64.50ms
step:61450/80000 train_loss:2.5011 train_time:3963431ms step_avg:64.50ms
step:61500/80000 train_loss:2.1309 train_time:3966638ms step_avg:64.50ms
step:61550/80000 train_loss:2.6269 train_time:3969814ms step_avg:64.50ms
step:61600/80000 train_loss:2.4888 train_time:3972996ms step_avg:64.50ms
step:61650/80000 train_loss:2.5968 train_time:3976271ms step_avg:64.50ms
step:61700/80000 train_loss:2.4887 train_time:3979462ms step_avg:64.50ms
step:61750/80000 train_loss:2.5775 train_time:3982648ms step_avg:64.50ms
step:61800/80000 train_loss:2.4671 train_time:3985914ms step_avg:64.50ms
step:61850/80000 train_loss:2.5169 train_time:3989100ms step_avg:64.50ms
step:61900/80000 train_loss:2.5520 train_time:3992279ms step_avg:64.50ms
step:61950/80000 train_loss:2.4816 train_time:3995478ms step_avg:64.50ms
step:62000/80000 train_loss:2.5527 train_time:3998753ms step_avg:64.50ms
step:62050/80000 train_loss:2.5701 train_time:4001949ms step_avg:64.50ms
step:62100/80000 train_loss:2.4305 train_time:4005165ms step_avg:64.50ms
step:62150/80000 train_loss:2.4391 train_time:4008357ms step_avg:64.49ms
step:62200/80000 train_loss:2.5360 train_time:4011626ms step_avg:64.50ms
step:62250/80000 train_loss:2.4249 train_time:4014802ms step_avg:64.49ms
step:62300/80000 train_loss:2.5363 train_time:4017971ms step_avg:64.49ms
step:62350/80000 train_loss:2.3879 train_time:4021155ms step_avg:64.49ms
step:62400/80000 train_loss:2.6251 train_time:4024418ms step_avg:64.49ms
step:62450/80000 train_loss:2.3706 train_time:4027607ms step_avg:64.49ms
step:62500/80000 train_loss:2.4623 train_time:4030787ms step_avg:64.49ms
step:62550/80000 train_loss:2.4731 train_time:4033983ms step_avg:64.49ms
step:62600/80000 train_loss:2.4547 train_time:4037242ms step_avg:64.49ms
step:62650/80000 train_loss:2.6797 train_time:4040424ms step_avg:64.49ms
step:62700/80000 train_loss:2.4700 train_time:4043614ms step_avg:64.49ms
step:62750/80000 train_loss:2.4640 train_time:4046818ms step_avg:64.49ms
step:62800/80000 train_loss:2.4431 train_time:4050091ms step_avg:64.49ms
step:62850/80000 train_loss:2.5414 train_time:4053250ms step_avg:64.49ms
step:62900/80000 train_loss:2.5497 train_time:4056446ms step_avg:64.49ms
step:62950/80000 train_loss:2.4794 train_time:4059726ms step_avg:64.49ms
step:63000/80000 train_loss:2.4346 train_time:4062910ms step_avg:64.49ms
step:63050/80000 train_loss:2.5205 train_time:4066109ms step_avg:64.49ms
step:63100/80000 train_loss:2.4217 train_time:4069310ms step_avg:64.49ms
step:63150/80000 train_loss:2.4830 train_time:4072589ms step_avg:64.49ms
step:63200/80000 train_loss:2.6054 train_time:4075767ms step_avg:64.49ms
step:63250/80000 train_loss:2.4331 train_time:4078949ms step_avg:64.49ms
step:63300/80000 train_loss:2.4433 train_time:4082148ms step_avg:64.49ms
step:63350/80000 train_loss:2.5385 train_time:4085403ms step_avg:64.49ms
step:63400/80000 train_loss:2.4081 train_time:4088599ms step_avg:64.49ms
step:63450/80000 train_loss:2.5180 train_time:4091766ms step_avg:64.49ms
step:63500/80000 train_loss:2.5032 train_time:4094952ms step_avg:64.49ms
step:63550/80000 train_loss:2.5358 train_time:4098227ms step_avg:64.49ms
step:63600/80000 train_loss:2.2443 train_time:4101432ms step_avg:64.49ms
step:63650/80000 train_loss:2.4467 train_time:4104614ms step_avg:64.49ms
step:63700/80000 train_loss:2.5251 train_time:4107786ms step_avg:64.49ms
step:63750/80000 train_loss:2.5570 train_time:4111065ms step_avg:64.49ms
step:63800/80000 train_loss:2.3272 train_time:4114249ms step_avg:64.49ms
step:63850/80000 train_loss:2.4398 train_time:4117463ms step_avg:64.49ms
step:63900/80000 train_loss:2.5478 train_time:4120746ms step_avg:64.49ms
step:63950/80000 train_loss:2.6177 train_time:4123945ms step_avg:64.49ms
step:64000/80000 train_loss:2.6030 train_time:4127156ms step_avg:64.49ms
step:64000/80000 val_loss:2.5176 val_bpb:1.5105 train_time:4127197ms step_avg:64.49ms
step:64050/80000 train_loss:2.5621 train_time:4130351ms step_avg:64.49ms
step:64100/80000 train_loss:2.5560 train_time:4133607ms step_avg:64.49ms
step:64150/80000 train_loss:2.4386 train_time:4136768ms step_avg:64.49ms
step:64200/80000 train_loss:2.5019 train_time:4139932ms step_avg:64.48ms
step:64250/80000 train_loss:2.6030 train_time:4143102ms step_avg:64.48ms
step:64300/80000 train_loss:2.4926 train_time:4146382ms step_avg:64.48ms
step:64350/80000 train_loss:2.6130 train_time:4149578ms step_avg:64.48ms
step:64400/80000 train_loss:2.5431 train_time:4152770ms step_avg:64.48ms
step:64450/80000 train_loss:2.5728 train_time:4155958ms step_avg:64.48ms
step:64500/80000 train_loss:2.5138 train_time:4159234ms step_avg:64.48ms
step:64550/80000 train_loss:2.6994 train_time:4162412ms step_avg:64.48ms
step:64600/80000 train_loss:2.5227 train_time:4165609ms step_avg:64.48ms
step:64650/80000 train_loss:2.5259 train_time:4168811ms step_avg:64.48ms
step:64700/80000 train_loss:2.5505 train_time:4172072ms step_avg:64.48ms
step:64750/80000 train_loss:2.4375 train_time:4175258ms step_avg:64.48ms
step:64800/80000 train_loss:2.5785 train_time:4178443ms step_avg:64.48ms
step:64850/80000 train_loss:2.4197 train_time:4181727ms step_avg:64.48ms
step:64900/80000 train_loss:2.5601 train_time:4184909ms step_avg:64.48ms
step:64950/80000 train_loss:2.5886 train_time:4188099ms step_avg:64.48ms
step:65000/80000 train_loss:2.6209 train_time:4191299ms step_avg:64.48ms
step:65050/80000 train_loss:2.5467 train_time:4194573ms step_avg:64.48ms
step:65100/80000 train_loss:2.5670 train_time:4197766ms step_avg:64.48ms
step:65150/80000 train_loss:2.4346 train_time:4200958ms step_avg:64.48ms
step:65200/80000 train_loss:2.3715 train_time:4204160ms step_avg:64.48ms
step:65250/80000 train_loss:2.5454 train_time:4207419ms step_avg:64.48ms
step:65300/80000 train_loss:2.4790 train_time:4210582ms step_avg:64.48ms
step:65350/80000 train_loss:2.5068 train_time:4213754ms step_avg:64.48ms
step:65400/80000 train_loss:2.3890 train_time:4216930ms step_avg:64.48ms
step:65450/80000 train_loss:2.3382 train_time:4220268ms step_avg:64.48ms
step:65500/80000 train_loss:2.5055 train_time:4223451ms step_avg:64.48ms
step:65550/80000 train_loss:2.4909 train_time:4226627ms step_avg:64.48ms
step:65600/80000 train_loss:2.4673 train_time:4229806ms step_avg:64.48ms
step:65650/80000 train_loss:2.4193 train_time:4233083ms step_avg:64.48ms
step:65700/80000 train_loss:2.5178 train_time:4236261ms step_avg:64.48ms
step:65750/80000 train_loss:2.2901 train_time:4239441ms step_avg:64.48ms
step:65800/80000 train_loss:2.4943 train_time:4242644ms step_avg:64.48ms
step:65850/80000 train_loss:2.4788 train_time:4245886ms step_avg:64.48ms
step:65900/80000 train_loss:2.4368 train_time:4249071ms step_avg:64.48ms
step:65950/80000 train_loss:2.6602 train_time:4252253ms step_avg:64.48ms
step:66000/80000 train_loss:2.7964 train_time:4255527ms step_avg:64.48ms
step:66050/80000 train_loss:2.5713 train_time:4258697ms step_avg:64.48ms
step:66100/80000 train_loss:2.4706 train_time:4261868ms step_avg:64.48ms
step:66150/80000 train_loss:2.3693 train_time:4265015ms step_avg:64.47ms
step:66200/80000 train_loss:2.5402 train_time:4268325ms step_avg:64.48ms
step:66250/80000 train_loss:2.8115 train_time:4271492ms step_avg:64.48ms
